Timestamp,Where do you mostly run your Kubernetes clusters?,How do you currently manage the scale of your  Kuberentes Cluster? ,How many containers on average do you run per cluster?,Which metrics do you use to scale your pods and cluster nodes?,Which of these challenges do you face managing the scale of your cluster,How do you coordinate allocation of resources across services managed by different teams?,Would you like to hear from us and get survey results?,What's the best email to reach out to you?,How many nodes on average do you run per cluster?
7/11/2018 12:48:10,"AWS - Elastic Kubernetes Services, AWS - I manage my own cluster(s)",None - my resources needs are mostly static.,0 - 50,memory,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/11/2018 13:46:34,AWS - Elastic Kubernetes Services,Horizontal Autoscaler,100 - 200,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,,20 - 50
7/11/2018 18:40:13,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,6 - 10
7/11/2018 22:21:38,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/11/2018 23:19:07,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,"CPU, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/12/2018 0:12:08,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,memory,We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/12/2018 0:47:06,GCP - using Kubernetes Engine,Horizontal Autoscaler,50 - 100,"CPU, memory, Network I/O",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,11 - 20
7/12/2018 1:58:30,GCP - using Kubernetes Engine,Cluster Autoscaler,50 - 100,"Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,6 - 10
7/12/2018 2:44:00,"Hetzner Cloud, Scaleway, DigitalOcean",None - my resources needs are mostly static.,0 - 50,None,We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/12/2018 4:08:09,"AWS - I manage my own cluster(s), GCP - using Kubernetes Engine","Cluster Autoscaler, Horizontal Autoscaler",0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,,1 - 5 nodes
7/12/2018 4:09:57,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",0 - 50,CPU,We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/12/2018 7:42:27,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,0 - 50,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/12/2018 13:01:34,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,"memory, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/12/2018 14:28:45,"GCP - using Kubernetes Engine, On premise or private cloud - I don't use public cloud",Horizontal Autoscaler,0 - 50,"Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/12/2018 16:30:44,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",more than 500,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,50 - 100
7/12/2018 16:32:52,"GCP - using Kubernetes Engine, GCP - I manage my own cluster(s)","Cluster Autoscaler, Horizontal Autoscaler",100 - 200,CPU,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,50 - 100
7/12/2018 16:50:40,GCP - I manage my own cluster(s),Horizontal Autoscaler,0 - 50,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/12/2018 20:01:31,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,0 - 50,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/12/2018 20:12:25,"Azure - using Azure Kubernetes Services, Azure - I manage my own cluster(s)","Cluster Autoscaler, Horizontal Autoscaler",0 - 50,"CPU, Network I/O",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,11 - 20
7/12/2018 20:32:18,Openshift,Vertical Pod Autoscaler,0 - 50,memory,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/12/2018 21:04:09,"AWS - Elastic Kubernetes Services, AWS - I manage my own cluster(s)","Cluster Autoscaler, Horizontal Autoscaler",0 - 50,"CPU, memory, Network I/O",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,6 - 10
7/12/2018 21:05:33,AWS - I manage my own cluster(s),None - my resources needs are mostly static.,0 - 50,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,6 - 10
7/12/2018 21:37:38,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/12/2018 21:47:00,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",more than 500,memory,We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,11 - 20
7/12/2018 22:17:27,On premise or private cloud - I don't use public cloud,"Cluster Autoscaler, Vertical Pod Autoscaler",0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,more than 100
7/12/2018 22:58:07,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,memory,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/12/2018 23:19:27,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,more than 500,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,20 - 50
7/13/2018 0:13:21,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler, Vertical Pod Autoscaler",0 - 50,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/13/2018 1:04:38,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",100 - 200,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,11 - 20
7/13/2018 1:36:42,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,50 - 100,none yet,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/13/2018 2:46:10,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",0 - 50,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/13/2018 4:42:36,Azure - using Azure Kubernetes Services,Vertical Pod Autoscaler,100 - 200,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/13/2018 5:14:48,On premise or private cloud - I don't use public cloud,"Horizontal Autoscaler, Automatically provisioning new nodes on bare-metal machines using Foreman + Puppet",50 - 100,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,11 - 20
7/13/2018 9:57:24,AWS - I manage my own cluster(s),Cluster Autoscaler,50 - 100,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,11 - 20
7/13/2018 10:27:55,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,"CPU, memory, Network I/O",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/13/2018 11:58:02,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler, Vertical Pod Autoscaler",50 - 100,CPU,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/13/2018 16:48:18,"AWS - Elastic Kubernetes Services, On premise or private cloud - I don't use public cloud",Cluster Autoscaler,100 - 200,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/13/2018 22:18:17,"AWS - I manage my own cluster(s), GCP - I manage my own cluster(s)",None - my resources needs are mostly static.,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/14/2018 1:33:47,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",200 - 500,CPU,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,11 - 20
7/14/2018 6:30:58,AWS - Elastic Kubernetes Services,None - my resources needs are mostly static.,0 - 50,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/14/2018 11:39:56,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler, Vertical Pod Autoscaler",0 - 50,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/14/2018 14:04:05,"AWS - Elastic Kubernetes Services, AWS - I manage my own cluster(s), GCP - using Kubernetes Engine, Azure - using Azure Kubernetes Services, On premise or private cloud - I don't use public cloud","Cluster Autoscaler, Horizontal Autoscaler, Vertical Pod Autoscaler",200 - 500,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,Teams allocate rhemself based on metrics ,"No - we won't reach out to you again, promise :)",,6 - 10
7/14/2018 15:03:14,GCP - using Kubernetes Engine,Horizontal Autoscaler,50 - 100,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,11 - 20
7/14/2018 21:28:43,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,,1 - 5 nodes
7/14/2018 23:21:32,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,200 - 500,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,20 - 50
7/15/2018 2:02:53,AWS - I manage my own cluster(s),None - my resources needs are mostly static.,50 - 100,CPU,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/15/2018 3:24:53,"GCP - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",None - my resources needs are mostly static.,0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/15/2018 9:24:26,"Azure - using Azure Kubernetes Services, On premise or private cloud - I don't use public cloud",None - my resources needs are mostly static.,more than 500,CPU,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,11 - 20
7/15/2018 10:18:57,AWS - Elastic Kubernetes Services,Cluster Autoscaler,0 - 50,memory,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/15/2018 14:53:47,"On premise or private cloud - I don't use public cloud, I am learning how to build Kubernetes clusters.","None - my resources needs are mostly static., I am learning how to build Kubernetes clusters.",0 - 50,I have not hit a resource limitation that required node and pod scaling.,I am learning how to build Kubernetes clusters.,I am learning how to build Kubernetes clusters.,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/15/2018 16:58:45,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,50 - 100,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,50 - 100
7/15/2018 17:01:48,AWS - Elastic Kubernetes Services,None - my resources needs are mostly static.,0 - 50,memory,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/15/2018 17:22:45,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/15/2018 17:59:10,AWS - I manage my own cluster(s),Horizontal Autoscaler,0 - 50,"Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,20 - 50
7/15/2018 21:14:33,"GCP - I manage my own cluster(s), Azure - using Azure Kubernetes Services",Cluster Autoscaler,0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/15/2018 23:17:32,GCP - using Kubernetes Engine,Horizontal Autoscaler,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/16/2018 0:56:20,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,"CPU, Network I/O",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/16/2018 2:05:26,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,50 - 100,"CPU, memory, Network I/O",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,6 - 10
7/16/2018 3:55:44,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,"So far, we have had no reason to autoscale",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,11 - 20
7/16/2018 6:04:11,AWS - I manage my own cluster(s),Custom AWS autoscaler our team implemented IIRC.,200 - 500,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,11 - 20
7/16/2018 7:35:51,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,0 - 50,Network I/O,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/16/2018 10:21:45,On premise or private cloud - I don't use public cloud,Cluster Autoscaler,0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/16/2018 19:04:59,"AWS - Elastic Kubernetes Services, GCP - using Kubernetes Engine",Cluster Autoscaler,50 - 100,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,11 - 20
7/16/2018 20:08:09,Azure - using Azure Kubernetes Services,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/17/2018 5:56:06,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/17/2018 7:42:12,Azure - using Azure Kubernetes Services,None - my resources needs are mostly static.,100 - 200,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,11 - 20
7/17/2018 12:19:28,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,more than 500,CPU,We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,11 - 20
7/17/2018 13:39:47,Azure - using Azure Kubernetes Services,Horizontal Autoscaler,100 - 200,CPU,We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,11 - 20
7/18/2018 2:14:18,AWS - I manage my own cluster(s),Horizontal Autoscaler,0 - 50,memory,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/18/2018 7:00:25,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",0 - 50,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/18/2018 20:09:02,"GCP - using Kubernetes Engine, DigitalOcean",None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/20/2018 6:24:55,On premise or private cloud - I don't use public cloud,"Vertical Pod Autoscaler, None - my resources needs are mostly static.",0 - 50,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/20/2018 7:19:41,"AWS - Elastic Kubernetes Services, AWS - I manage my own cluster(s), GCP - using Kubernetes Engine","Horizontal Autoscaler, Vertical Pod Autoscaler",0 - 50,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,Use the current email your reached me at,11 - 20
7/20/2018 8:36:02,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,100 - 200,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,Use the current email your reached me at,6 - 10
7/20/2018 9:43:20,AWS - I manage my own cluster(s),Horizontal Autoscaler,0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,Use the current email your reached me at,1 - 5 nodes
7/20/2018 20:31:16,AWS - I manage my own cluster(s),None - my resources needs are mostly static.,50 - 100,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,6 - 10
7/21/2018 13:44:04,AWS - I manage my own cluster(s),None - my resources needs are mostly static.,0 - 50,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,Use the current email your reached me at,1 - 5 nodes
7/23/2018 9:49:01,"Hybrid - AWS(EC2), OpenStack, On-Premise",Horizontal Autoscaler,50 - 100,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint","Upgrading k8s on running many containers is hard working. And tracking microservice-architecture is too complex. We are searching some solutions for it (istio, zipkin...)",We manage them centrally and closely coordinate before making changes,Yes,Use the current email your reached me at,more than 100
7/25/2018 17:41:16,On premise or private cloud - I don't use public cloud,Vertical Pod Autoscaler,100 - 200,"CPU, memory, Network I/O",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,Use the current email your reached me at,20 - 50
7/26/2018 22:39:14,"GCP - using Kubernetes Engine, Azure - I manage my own cluster(s), On premise or private cloud - I don't use public cloud","Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,Use the current email your reached me at,1 - 5 nodes
7/27/2018 1:41:13,"AWS - Elastic Kubernetes Services, GCP - using Kubernetes Engine",Cluster Autoscaler,0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,Use the current email your reached me at,11 - 20
7/27/2018 1:56:45,"GCP - using Kubernetes Engine, On premise or private cloud - I don't use public cloud",Horizontal Autoscaler,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,Use the current email your reached me at,1 - 5 nodes
7/31/2018 8:47:17,Azure - using Azure Kubernetes Services,Cluster Autoscaler,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,Use the current email your reached me at,1 - 5 nodes
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
